datetime,mean,std
1995-08-31,313.65,
1995-09-30,,
1995-10-31,318.135,0.3606244584051328
1995-11-30,315.42,
1995-12-31,315.21500000000003,2.595081886954661
1996-01-31,309.8866666666667,1.6093062687589006
1996-02-29,312.7444444444444,2.0576145843616565
1996-03-31,311.48333333333335,2.6810072733955557
1996-04-30,312.615,1.8060426351556569
1996-05-31,313.316,0.6625070230235786
1996-06-30,313.39142857142855,0.3953660148701457
1996-07-31,313.3528571428572,0.8446836545065114
1996-08-31,313.65,0.5635094117606577
1996-09-30,313.536,0.34224260401066475
1996-10-31,313.86,0.5530641915727469
1996-11-30,314.07800000000003,0.7118177045033734
1996-12-31,313.95500000000004,0.8384410136278618
1997-01-31,313.56416666666667,1.3711433396880899
1997-02-28,313.74571428571426,1.3469134026676342
1997-03-31,312.5226666666667,2.813037299890405
1997-04-30,312.97083333333336,1.6720532715368654
1997-05-31,312.76687499999997,2.7925997620230074
1997-06-30,312.5108510638298,2.0099868372781557
1997-07-31,312.86678571428575,1.3538404728674642
1997-08-31,312.6278947368421,2.41433900728652
1997-09-30,312.0917543859649,5.502256395207014
1997-10-31,313.10375,1.4010026924684307
1997-11-30,313.26941176470586,0.7615888387197461
1997-12-31,313.4782191780822,0.6448090640426394
1998-01-31,312.77223684210526,6.902096222391996
1998-02-28,313.5268493150685,0.947382177828772
1998-03-31,313.5614084507042,1.2943308207880484
1998-04-30,313.64842857142855,1.165048528832243
1998-05-31,313.7613333333333,1.020624256949568
1998-06-30,313.5670588235294,1.4207272247811817
1998-07-31,313.7028947368421,0.9844142973219799
1998-08-31,313.84327586206894,1.1936592536369408
1998-09-30,313.823125,1.5896629122562855
1998-10-31,314.05537313432836,0.5598764159039783
1998-11-30,314.11424242424243,0.6677403009831808
1998-12-31,314.2404054054054,0.8599210527465152
1999-01-31,314.38935064935066,0.6014201125195461
1999-02-28,314.64505882352944,0.710606085256348
1999-03-31,314.58411764705886,0.5915159984908331
1999-04-30,314.60011363636363,0.6974955103356167
1999-05-31,314.6358947368421,1.4004410359543036
1999-06-30,314.25903703703705,0.9635884998927117
1999-07-31,314.4913043478261,0.6535721243589834
1999-08-31,314.5472380952381,1.0273710804749963
1999-09-30,314.7060215053763,1.8986139909125863
1999-10-31,315.0149056603774,4.848018592861366
1999-11-30,315.553962264151,1.8785925224031734
1999-12-31,315.6336111111111,6.70208106309705
2000-01-31,316.9348809523809,0.8993310687389221
2000-02-29,317.28424528301883,1.4232176476549767
2000-03-31,316.2779661016949,1.5752772429015458
2000-04-30,315.54237113402064,0.7664756644265279
2000-05-31,315.67760416666664,0.9098961708165868
2000-06-30,315.72742268041236,0.7910176440701302
2000-07-31,315.92356435643563,0.7864281075322949
2000-08-31,315.7136956521739,3.808835945624298
2000-09-30,315.9680508474577,0.8135605593422096
2000-10-31,316.26079999999996,0.5334785420602293
2000-11-30,316.31479591836734,0.6289956477843335
2000-12-31,315.8290579710145,4.9909434603441545
2001-01-31,316.5580487804878,0.5710396881739664
2001-02-28,316.50757575757575,0.7687520909665883
2001-03-31,316.61864285714285,0.6693131997063149
2001-04-30,316.0828155339806,3.1282107952252822
2001-05-31,316.4721014492754,0.6905931576123249
2001-06-30,316.3388095238095,0.7542943798507801
2001-07-31,316.4543298969072,0.7847278020866048
2001-08-31,316.43753846153845,2.1827179065902347
2001-09-30,316.13669902912625,4.860261105781416
2001-10-31,316.54126213592235,2.647202622529806
2001-11-30,317.056,0.5000707020719186
2001-12-31,316.9740384615385,1.8274601820430763
2002-01-31,317.0837614678899,0.7769560607610848
2002-02-28,317.07872549019606,0.9826753455691053
2002-03-31,317.14436974789913,0.6861741621279256
2002-04-30,317.0424166666666,1.5737670889112214
2002-05-31,316.6465322580645,4.9891775629905775
2002-06-30,317.08504132231405,0.784746375129076
2002-07-31,317.2453787878788,0.8151433211714518
2002-08-31,317.32733870967746,0.7144673482113345
2002-09-30,317.30887755102043,0.5901509201577203
2002-10-31,317.368046875,0.6304342442857224
2002-11-30,317.54542372881355,0.5501478341610797
2002-12-31,317.61790476190475,0.8109736494321274
2003-01-31,317.54657657657657,0.7732170052866993
2003-02-28,317.58462264150944,0.8695660379405142
2003-03-31,317.7429906542056,0.813670016737904
2003-04-30,317.48291970802916,2.724399869313901
2003-05-31,317.5783846153846,1.8180651628023723
2003-06-30,317.64495934959353,2.1257690504170603
2003-07-31,317.600406504065,1.7588998044017718
2003-08-31,318.02930379746834,1.4430232405350747
2003-09-30,318.18489655172414,0.4956408831578308
2003-10-31,318.2588811188811,0.5127653622795282
2003-11-30,318.1838211382114,2.0679357412747033
2003-12-31,318.230162601626,1.197795094370528
2004-01-31,318.0246218487395,4.726333152418927
2004-02-29,318.50620967741935,0.7924651183541254
2004-03-31,318.55251396648043,0.6195384686439108
2004-04-30,318.5102027027027,0.643116846583878
2004-05-31,318.4351408450704,0.799931500538565
2004-06-30,318.3868023255814,0.6086700163195873
2004-07-31,318.3508860759494,0.6646318647199018
2004-08-31,318.4465,0.6584221658082682
2004-09-30,317.97764705882355,3.714900254506002
2004-10-31,318.43834319526627,0.5717565670738958
2004-11-30,318.61944444444447,0.6752394338201305
2004-12-31,318.65202531645565,1.2447703389811364
2005-01-31,318.8479213483146,0.5736646538020985
2005-02-28,318.8934418604651,0.6386904425596758
2005-03-31,319.07375661375664,0.7120805327551778
2005-04-30,318.57503105590064,5.85903032977979
2005-05-31,318.7007692307692,3.1573387594551954
2005-06-30,319.0583802816901,1.1132013093902662
2005-07-31,318.9604,0.9787692554807889
